accountnum,mergeto_account
Expected Records,65708
50406993,40142567
50406994,40756348
50407008,50283915
50407015,40193586
50407026,40057774
50407045,41994133
50407058,50406248
50407061,41978948
50407071,41965014
50407073,40239107
50407074,42280134
50407075,50370953
50407090,41837730
50407091,40017474
50407109,50262529
50407113,42378075
50407114,50337689
50407117,42370294
50407122,41535542
50407140,41903745
50407181,41106345
50407182,50092106
50407191,41227729
50407196,42228653
50407209,42054552
50407212,42392585
50407215,50400064
50407217,40515816
50407227,41718500
50407232,50255487
50407236,40682581
50407240,41654683
50407244,41647013
50407245,40551946
50407259,40475605
50407268,50401532
50407269,40110874
50407274,50085626
50407282,40722955
50407284,40501977
50407297,40147163
50407300,40138727
50407302,42454778
50407331,40705132
50407334,41755283
50407339,40872672
50407342,41095109
50407351,42459064
50407352,50167758
50407353,41020306
50407355,40828928
50407363,41642753
50407364,42068949
50407370,41925128
50407376,50151687
50407380,40080575
50407382,50225696
50407383,50184027
50407384,40585392
50407388,40079707
50407402,41016101
50407409,41416354
50407411,42427174
50407431,41594148
50407436,41049318
50407439,41939359
50407444,50115754
50407447,42150730
50407460,41615061
50407490,50208115
50407492,40663731
50407512,50334990
50407516,50127070
50407528,42278335
50407534,42068982
50407543,42430561
50407552,40724747
50407558,40673621
50407559,41557248
50407559,50517723
50407563,10121664
50407572,84701
50407579,41100105
50407580,40652488
50407593,41058988
50407602,41681694
50407606,40996740
50407612,41468704
50407631,41027428
50407638,42433771
50407652,40934965
50407662,40680704
50407666,50366477
50407671,41760790
50407680,42063747
50407681,50366477
50407697,41575402
50407703,40985051
50407709,41626696
50407713,41409590
50407719,42370716
50407724,42384963
50407739,40946129
50407740,42176004
50407743,42371477
50407748,42308795
50407772,40700817
50407774,40163263
50407775,40435938
50407788,50024845
50407799,41481380
50407814,41078673
50407815,41964276
50407824,40502506
50407831,50045437
50407832,50345876
50407835,40827640
50407845,50050023
50407852,41850527
50407887,41417050
50407888,42402134
50407893,42312672
50407896,50274304
50407902,42044999
50407915,41597655
50407917,50171967
50407920,40117858
50407935,40776909
50407941,40742243
50407944,40709082
50407949,41514795
50407951,40696597
50407966,50005675
50407975,49188
50407980,40989172
50407995,41789587
50407997,40600193
50408003,50407991
50408007,40734764
50408014,42142460
50408015,50332295
50408019,40004702
50408023,41546099
50408033,42028338
50408041,42161729
50408056,40890487
50408077,40302488
50408078,40971649
50408080,41793846
50408089,42316008
50408096,42336372
50408098,40941952
50408108,50353092
50408109,40941952
50408114,50281319
50408118,40941952
50408124,40940751
50408128,50359640
50408131,40804973
50408134,40920830
50408152,40411504
50408163,41640908
50408177,40479312
50408200,40973743
50408207,40841501
50408212,40334908
50408216,42341715
50408220,41195484
50408240,41277464
50408245,41406019
50408246,40277428
50408249,40257279
50408253,41209091
50408254,40680288
50408263,50047828
50408265,40994184
50408269,41934089
50408272,41824267
50408277,41252762
50408281,41364255
50408282,50352069
50408285,40617964
50408287,50403763
50408288,41665836
50408289,42423903
50408292,40197651
50408299,40018832
50408307,42484732
50408322,40020343
50408326,41828280
50408337,41321494
50408342,40528248
50408345,50026555
50408350,40690272
50408353,41720456
50408354,40439616
50408356,40749982
50408358,10675543
50408364,41207994
50408366,50306670
50408367,40010825
50408368,10149657
50408378,42271573
50408393,42489233
50408398,42399781
50408402,42079762
50408404,42144383
50408419,42436328
50408439,41818523
50408442,42092772
50408447,40942464
50408454,50404326
50408458,40968951
50408460,50121596
50408464,50402207
50408471,42310890
50408485,50262299
50408489,41088155
50408526,41195799
50408538,50360864
50408539,40464126
50408543,41034138
50408561,40297259
50408565,42489410
50408568,42424361
50408587,40542192
50408589,40481638
50408590,50379314
50408598,42483744
50408600,40400346
50408603,40835766
50408610,42419326
50408619,40786282
50408634,41791248
50408643,40838714
50408645,41659078
50408659,50365286
50408663,41361214
50408666,40458796
50408669,40494250
50408670,50407495
50408673,50406124
50408675,41211860
50408684,50019473
50408685,40740440
50408687,41420739
50408693,50331443
50408697,41474425
50408698,40662911
50408701,40747706
50408704,41776930
50408725,42468633
50408731,42094390
50408734,41019293
50408751,50284422
50408761,41654683
50408764,10676583
50408770,40064373
50408789,41152579
50408790,50397010
50408795,42266588
50408801,41734975
50408802,40866513
50408807,40879700
50408809,42068982
50408816,50061151
50408817,41614849
50408821,40237729
50408832,40407049
50408840,40905464
50408861,40463250
50408867,40394870
50408872,41247513
50408875,41584827
50408890,40635601
50408896,42350568
50408899,41529649
50408902,50386025
50408903,40143684
50408916,41322904
50408921,42290137
50408923,50049969
50408929,50268998
50408939,12348
50408951,42237950
50408970,40275503
50408985,40956023
50408986,40885885
50409018,40188780
50409021,50222477
50409023,50123135
50409028,40737000
50409038,10167175
50409050,50655181
50409050,42457740
50409058,50052419
50409062,40261223
50409065,40082338
50409076,40877188
50409092,42038857
50409098,42298405
50409100,41281086
50409106,41344371
50409115,50316114
50409118,40556333
50409125,40719721
50409129,50394151
50409137,41193206
50409142,50102606
50409147,40780400
50409163,41657994
50409166,50325464
50409168,42357542
50409191,40088347
50409192,40660095
50409201,41535847
50409202,41451640
50409221,40786190
50409224,41266513
50409230,42098819
50409233,40661431
50409243,41562362
50409260,41403439
50409276,40405649
50409279,50012010
50409286,41037040
50409292,41378518
50409294,42046738
50409298,41077633
50409320,40628873
50409321,42260009
50409341,50218317
50409343,41868373
50409348,41579872
50409360,41891057
50409370,42389534
50409373,40913654
50409374,40925342
50409380,50273757
50409382,40881838
50409385,40722197
50409403,40733742
50409408,40823159
50409424,41893186
50409433,50016780
50409435,40146037
50409445,50135241
50409450,41091665
50409462,41361642
50409465,40811732
50409466,50014871
50409477,40670291
50409484,50380093
50409486,40095789
50409495,41970245
50409496,40023181
50409497,41365606
50409504,42106481
50409509,50293133
50409515,40655252
50409517,40346810
50409521,50309432
50409522,50013818
50409528,41091389
50409529,41377574
50409538,40003786
50409556,41878857
50409565,40435093
50409572,41483313
50409578,40046062
50409599,41844352
50409602,50357283
50409610,41479113
50409615,50122946
50409621,41273
50409638,40465856
50409660,50246685
50409664,40876516
50409674,42225431
50409675,40899461
50409677,40728092
50409685,73563
50409687,40594551
50409688,41082931
50409690,40645372
50409703,40969523
50409711,50426964
50409712,41851806
50409718,50328718
50409720,41457808
50409722,50263129
50409744,50103584
50409746,40423405
50409749,40728614
50409757,40819825
50409758,42374109
50409774,41101751
50409784,40204893
50409789,41304629
50409797,41642969
50409798,40818208
50409803,41991350
50409812,50347661
50409829,41356504
50409835,50151730
50409836,42171640
50409843,20428
50409849,50181692
50409855,41710950
50409859,40321527
50409863,42150528
50409864,41012419
50409873,40962372
50409876,42426447
50409878,50411736
50409885,50095869
50409895,41628955
50409902,41463900
50409904,50374642
50409909,41851358
50409917,40804868
50409919,41008815
50409924,41318424
50409926,40444143
50409929,41848221
50409934,40631194
50409943,50394325
50409946,40261141
50409949,40433289
50409951,40930703
50409952,42048296
50409953,50385389
50409959,42087536
50409963,40715118
50409969,39734
50409971,41366165
50409973,50282767
50409977,50409973
50409977,50282767
50409978,40391753
50409981,40642159
50409983,50379709
50409988,50266261
50409989,50321772
50409990,41486272
50409998,41781508
50410000,40065585
50410025,41546264
50410027,40400202
50410028,40685730
50410043,41186055
50410045,41142579
50410050,50163324
50410059,50311176
50410066,41720913
50410069,50239213
50410072,41416650
50410075,41383306
50410083,42362277
50410084,41999092
50410087,41571435
50410089,40841745
50410096,42369586
50410110,50091388
50410112,50308237
50410114,41977116
50410115,41169712
50410117,50167709
50410127,42131571
50410133,42472335
50410184,40395565
50410188,40886189
50410189,42234482
50410190,42087008
50410193,41585368
50410194,41752550
50410195,40548795
50410206,42432199
50410226,40616204
50410228,40308173
50410234,40589730
50410235,41720150
50410252,50053468
50410253,41748049
50410254,50005042
50410255,40804960
50410271,40429015
50410272,41283637
50410275,42030063
50410283,42436842
50410284,41155552
50410290,40723679
50410294,50404257
50410296,41948331
50410304,50064526
50410308,41726377
50410314,41540352
50410322,41469143
50410330,50522036
50410334,41388126
50410335,44977
50410367,41145628
50410368,40598344
50410372,42397344
50410376,50029354
50410379,10114865
50410382,42430780
50410402,42021268
50410407,41745444
50410410,40266022
50410411,40688294
50410417,40316533
50410422,41421977
50410429,41066981
50410436,41049899
50410442,40547631
50410443,50177405
50410444,40086120
50410445,50361868
50410452,41809024
50410459,41500465
50410464,40978547
50410465,50265064
50410466,40723324
50410478,40158777
50410491,41361252
50410493,41777616
50410498,41100377
50410506,50322993
50410514,40027347
50410522,50189372
50410527,41724668
50410528,42229569
50410533,50020134
50410537,41371086
50410539,42393795
50410543,40065746
50410544,40497010
50410551,41660266
50410552,50369180
50410555,41256935
50410557,42137615
50410558,42110357
50410560,41028757
50410569,41497436
50410572,50106397
50410577,41245028
50410582,41702943
50410585,42189120
50410595,41599271
50410601,41803831
50410607,42331222
50410611,40009808
50410617,50040403
50410620,10001271
50410623,42012646
50410624,40110195
50410626,41782629
50410629,50327270
50410630,41662360
50410632,41079899
50410637,50236115
50410644,40590684
50410646,50410462
50410652,41128551
50410653,41321351
50410654,41556714
50410655,42438551
50410656,41998171
50410673,41570774
50410674,40322001
50410678,50410672
50410679,40836455
50410681,41241945
50410683,40702271
50410684,41581477
50410687,50400492
50410689,42466704
50410691,42180397
50410696,41311941
50410698,50289824
50410703,42237607
50410706,40598139
50410715,42434861
50410716,37474
50410724,50536350
50410741,50285638
50410757,40746539
50410759,50029398
50410763,42285897
50410773,40114886
50410793,42389541
50410804,41862719
50410821,40830693
50410828,50334413
50410838,42198891
50410840,50394821
50410844,50722514
50410847,40512404
50410850,50208569
50410851,40479749
50410853,41413759
50410866,50089236
50410896,41943763
50410900,50327296
50410901,42393337
50410902,40864961
50410912,42282223
50410922,50406341
50410938,40880649
50410940,42174792
50410948,41959792
50410957,50172008
50410960,40292051
50410965,50239471
50410969,40193812
50410979,50091261
50410987,40883467
50410996,40405929
50410997,42015156
50411001,50171577
50411006,64941
50411013,50272414
50411016,50135433
50411024,41028250
50411025,40728132
50411032,41610091
50411033,41711636
50411035,41650100
50411036,41880671
50411037,50242443
50411038,41304066
50411047,42431258
50411050,41611056
50411062,41518148
50411072,40585475
50411075,42466993
50411083,41299963
50411087,40411526
50411089,41151135
50411099,50339373
50411103,40527704
50411104,42360832
50411115,47482
50411131,50376952
50411139,41374178
50411140,40975125
50411153,40147675
50411154,50105061
50411157,41077618
50411170,40961674
50411173,41761492
50411175,40928597
50411177,42474817
50411180,50376898
50411183,42254075
50411184,50089236
50411187,50041107
50411188,41897680
50411195,41404630
50411204,40432412
50411218,40488359
50411225,40505385
50411228,41778845
50411242,42457910
50411265,42039179
50411287,41713207
50411298,40824421
50411310,41229418
50411311,50368473
50411320,50407598
50411323,42072799
50411325,41610574
50411337,42204984
50411344,50316598
50411346,50406540
50411347,42250750
50411349,41294189
50411360,41991824
50411384,41808309
50411386,40679239
50411387,41644446
50411414,41388725
50411417,40798988
50411423,42167833
50411434,41395770
50411435,42429226
50411444,42200906
50411446,42329947
50411449,42158724
50411462,41006635
50411463,40461649
50411468,41653881
50411471,40922161
50411472,41685067
50411473,42413335
50411478,41743675
50411479,40880891
50411480,10146836
50411486,40760234
50411489,41896813
50411500,50256523
50411502,42449000
50411504,50031036
50411515,50097202
50411521,40009492
50411525,41218767
50411529,40526554
50411530,40495780
50411531,40914606
50411534,50138457
50411537,50401759
50411540,41857719
50411542,41379924
50411544,50064179
50411547,42331068
50411554,50338135
50411555,41821660
50411558,41247534
50411559,42273297
50411560,40905762
50411564,50379202
50411565,41093647
50411567,40492394
50411575,50246889
50411576,41124542
50411580,40515255
50411585,40861541
50411596,50042395
50411601,50411594
50411618,42291429
50411619,41378181
50411626,42060212
50411628,40678703
50411629,42215598
50411632,42129006
50411635,40178342
50411642,41261465
50411645,50040877
50411647,42211993
50411649,40434141
50411650,41653955
50411652,40758969
50411656,40739484
50411675,42400425
50411678,41558093
50411683,42047090
50411698,41414793
50411702,41336977
50411707,41388762
50411709,41332210
50411720,50370872
50411726,42355574
50411729,41384963
50411730,50411736
50411731,50168031
